developer,sentiment-analysis
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,0.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,1.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
Wild Shadow Studios,2.0
Wild Shadow Studios,0.0
1C-Avalon,2.0
1C-Avalon,2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",0.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",1.0
"Rocksteady Studios,Feral Interactive (Mac)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",1.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)",0.0
Runic Games,2.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,0.0
Runic Games,2.0
Runic Games,1.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,0.0
Runic Games,2.0
Runic Games,0.0
Runic Games,1.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,0.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,1.0
Runic Games,1.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,1.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Runic Games,2.0
Dark Artz Entertainment,0.0
Desert Owl Games LLC,2.0
Desert Owl Games LLC,2.0
Desert Owl Games LLC,1.0
Daybreak Game Company,2.0
Daybreak Game Company,2.0
Egosoft,0.0
Two Tribes,2.0
Two Tribes,2.0
"Vlambeer,Croteam",1.0
"Vlambeer,Croteam",2.0
Team 6 Studios,0.0
Team 6 Studios,0.0
Boss Baddie,1.0
Boss Baddie,2.0
Boss Baddie,0.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,0.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,1.0
Robot Entertainment,0.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,0.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,1.0
Robot Entertainment,2.0
Robot Entertainment,1.0
Robot Entertainment,1.0
Robot Entertainment,2.0
Robot Entertainment,0.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,2.0
Robot Entertainment,1.0
Robot Entertainment,2.0
Robot Entertainment,1.0
Robot Entertainment,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,1.0
Machine Games,2.0
Machine Games,0.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,0.0
Machine Games,0.0
Machine Games,1.0
Machine Games,0.0
Machine Games,2.0
Machine Games,0.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,0.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,0.0
Machine Games,2.0
Machine Games,1.0
Machine Games,1.0
Machine Games,2.0
Machine Games,2.0
Machine Games,0.0
Machine Games,2.0
Machine Games,2.0
Machine Games,1.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,0.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,1.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Machine Games,2.0
Cyanide Montreal,0.0
Cyanide Montreal,2.0
Stardock Entertainment,2.0
Stardock Entertainment,2.0
Stardock Entertainment,2.0
Stardock Entertainment,0.0
BUGBEAR,2.0
BUGBEAR,2.0
"Hassey Enterprises, Inc.",2.0
Remedy Entertainment,2.0
Remedy Entertainment,2.0
Remedy Entertainment,2.0
Remedy Entertainment,2.0
Remedy Entertainment,2.0
Remedy Entertainment,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,1.0
Treyarch,2.0
Treyarch,0.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,0.0
Treyarch,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,0.0
Treyarch,1.0
Treyarch,1.0
Treyarch,0.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,1.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,1.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,0.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,0.0
Treyarch,2.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,2.0
Treyarch,0.0
Treyarch,1.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
Treyarch,1.0
Treyarch,0.0
Treyarch,1.0
Treyarch,2.0
Treyarch,2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",1.0
"Io-Interactive A/S,Feral Interactive (Mac)",2.0
"Io-Interactive A/S,Feral Interactive (Mac)",0.0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)",2.0
